COUNTY,DATE,Housing & Shelter,Food,Utilities,Healthcare & COVID-19,Mental Health & Addictions,Employment & Income,Clothing & Household,Child Care & Parenting,Government & Legal,Transportation Assistance,Education,Disaster,Other,Total for top requests,(Housing & Shelter) Shelters,(Housing & Shelter) Low-cost housing,(Housing & Shelter) Home repair/ maintenance,(Housing & Shelter) Rent assistance,(Housing & Shelter) Mortgage assistance,(Housing & Shelter) Landlord/ tenant issues,(Housing & Shelter) Contacts,(Housing & Shelter) Other housing & shelter,(Food) Help buying food,(Food) Food pantries,(Food) Soup kitchens & Meals to-go,(Food) Feeding children,(Food) Home-delivered meals,(Food) Holiday meals,(Food) Contacts,(Food) Other food,(Utilities) Electric,(Utilities) Gas,(Utilities) Water,(Utilities) Heating fuel,(Utilities) Utility payment plans,(Utilities) Phone/internet,(Utilities) Contacts,(Utilities) Other utilities,(Healthcare & COVID-19) Health insurance,(Healthcare & COVID-19) Medical expense assistance,(Healthcare & COVID-19) Medical providers,(Healthcare & COVID-19) Dental & eye care,(Healthcare & COVID-19) Prescription medications,(Healthcare & COVID-19) Nursing homes & adult care,(Healthcare & COVID-19) Death related,(Healthcare & COVID-19) Public health & safety,(Healthcare & COVID-19) COVID testing,(Healthcare & COVID-19) COVID vaccination,(Healthcare & COVID-19) All other COVID,(Healthcare & COVID-19) Other health services,(Healthcare & COVID-19) Contacts,(Healthcare & COVID-19) Other healthcare,(Mental Health & Addictions) Substance abuse & addictions,(Mental Health & Addictions) Marriage & family,(Mental Health & Addictions) Crisis intervention & suicide,(Mental Health & Addictions) Mental health services,(Mental Health & Addictions) Mental health facilities,(Mental Health & Addictions) Other mental health & addictions,(Employment & Income) Job search,(Employment & Income) Job development,(Employment & Income) Unemployment benefits,(Employment & Income) Tax preparation,(Employment & Income) Financial assistance,(Employment & Income) Money management,(Employment & Income) Contacts,(Employment & Income) Other employment & income,(Clothing & Household) Clothing,(Clothing & Household) Personal hygiene products,(Clothing & Household) Appliances,(Clothing & Household) Home furnishings,(Clothing & Household) Thrift shops,(Clothing & Household) Seasonal/ holiday,(Clothing & Household) Contacts,(Clothing & Household) Other clothing & household,(Child Care & Parenting) Child care,(Child Care & Parenting) Parenting,(Child Care & Parenting) Family support services,(Child Care & Parenting) Other child care & parenting,(Government & Legal) Legal assistance,(Government & Legal) Child & family law,(Government & Legal) Immigration assistance,(Government & Legal) Government,(Government & Legal) Contacts,(Government & Legal) Other government & legal,(Transportation Assistance) Medical transportation,(Transportation Assistance) Public transportation,(Transportation Assistance) Automobile assistance,(Transportation Assistance) Long-distance travel,(Transportation Assistance) Ride share services,(Transportation Assistance) Bike programs,(Transportation Assistance) Contacts,(Transportation Assistance) Other transportation assistance,(Education) Early childhood education,(Education) Adult education,(Education) Literacy,(Education) ESL/ citizenship,(Education) Tutoring,(Education) School supplies,(Education) Scholarships & aid,(Education) Other education providers,(Education) Contacts,(Education) Other education,(Disaster) Food/ water,(Disaster) Housing/ shelter,(Disaster) Transportation/ fuel,(Disaster) Health/ safety,(Disaster) Financial assistance,(Disaster) Disaster relief services,(Disaster) Contacts,(Disaster) Other disaster,(Other) Agency & other contact information,(Other) Community development & enrichment,(Other) Volunteering & donations,(Other) Support & advocacy,(Other) Complaints,(Other) Special population services,(Other) Special populations,(Other) All other requests,Filled,Judgement,Population
Barron County,Jul 2020,10,0,8,33,9,1,0,0,2,1,0,0,6,70,1,3,0,3,1,2,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,17,10,0,0,5,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,9,2,45229
Rock County,Apr 2021,113,27,21,322,29,21,11,1,10,14,0,4,26,599,12,24,9,54,5,9,0,0,6,18,1,0,2,0,0,0,10,0,8,0,0,3,0,0,0,1,2,1,0,8,0,0,7,161,15,5,122,0,16,0,8,4,1,0,1,0,7,5,4,4,0,0,4,4,0,2,0,1,0,0,1,0,0,0,3,1,0,4,2,0,4,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,9,1,7,1,1,4,0,3,25,5,162152
Oconto County,Mar 2020,8,4,8,5,2,4,2,0,5,0,0,1,3,42,2,0,0,6,0,0,0,0,0,2,1,0,1,0,0,0,2,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,37646
Calumet County,Nov 2020,18,11,6,37,6,6,3,1,7,7,0,3,6,111,1,2,0,11,2,2,0,0,3,5,0,0,0,2,0,1,5,0,1,0,0,0,0,0,5,1,0,2,1,3,0,0,16,0,4,5,0,0,0,0,2,3,1,0,1,0,0,0,4,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,2,1,0,2,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,0,0,0,0,0,0,1,2,1,49928
Kenosha County,Aug 2020,57,18,12,342,30,4,5,1,12,3,1,10,37,532,16,9,0,25,3,4,0,0,2,14,1,0,0,0,0,1,9,1,0,0,0,0,1,1,4,0,10,1,1,5,2,5,258,0,36,20,0,0,17,0,9,3,1,0,0,0,2,0,0,0,0,2,1,1,1,2,0,0,0,0,1,0,0,0,1,3,0,6,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,6,0,0,1,24,0,0,2,1,3,0,7,56,10,168524
Chippewa County,Apr 2020,18,2,8,10,10,2,1,0,3,0,0,0,7,61,0,1,2,15,0,0,0,0,2,0,0,0,0,0,0,0,5,1,0,1,0,0,0,1,3,0,1,0,0,1,0,0,0,0,4,1,0,0,0,0,8,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,3,2,0,63892
Douglas County,Dec 2020,33,4,12,6,12,4,3,0,2,4,0,5,9,94,8,4,1,16,2,2,0,0,1,2,0,0,1,0,0,0,6,4,1,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,11,1,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,1,0,0,0,0,19,2,43295
St. Croix County,Apr 2021,23,3,9,42,9,5,2,1,7,4,0,3,11,119,3,6,2,8,0,3,0,1,2,1,0,0,0,0,0,0,8,0,0,0,0,1,0,0,5,0,0,0,0,2,0,0,2,15,7,1,10,0,7,0,2,0,0,0,0,0,0,3,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,2,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,2,0,0,0,0,1,9,1,88732
Douglas County,Jul 2019,7,0,7,1,2,0,0,0,3,1,0,0,2,23,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13,1,43295
Jefferson County,Apr 2021,15,4,3,87,9,2,0,0,1,1,0,1,5,128,4,6,0,4,0,1,0,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,3,45,3,0,34,0,7,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,10,0,84701
Washington County,Mar 2021,32,2,13,218,346,9,1,0,17,3,0,1,16,658,6,7,3,13,2,1,0,0,1,0,0,0,1,0,0,0,10,2,0,0,0,1,0,0,2,2,3,1,1,3,0,0,20,51,7,7,121,0,12,0,169,162,2,1,0,0,0,7,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,10,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,2,0,1,0,3,4,0,134925
Crawford County,Jan 2021,0,0,3,5,2,1,0,0,4,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,16235
Rock County,Mar 2021,95,16,19,400,47,7,8,1,10,4,0,7,19,633,18,23,1,44,6,3,0,0,1,12,1,0,2,0,0,0,11,1,3,2,0,2,0,0,4,1,7,1,5,2,0,2,8,124,10,5,231,0,33,0,3,10,1,0,0,0,1,6,0,0,0,0,5,1,1,1,0,0,0,0,1,0,0,0,1,2,0,2,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,11,0,1,1,2,0,0,4,31,8,162152
Kenosha County,Feb 2020,23,5,3,10,30,3,2,0,7,1,0,0,19,103,6,3,0,11,1,2,0,0,0,4,1,0,0,0,0,0,1,0,1,1,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,1,0,22,0,2,6,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,1,0,0,3,62,18,168524
Price County,Nov 2020,1,1,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13416
Florence County,Nov 2020,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4314
Douglas County,Mar 2021,11,1,4,51,8,1,2,0,1,1,0,0,6,86,3,2,1,5,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,0,0,0,1,1,0,0,0,19,1,1,25,0,5,2,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,4,2,43295
Jefferson County,Jun 2020,33,6,3,29,12,3,2,0,8,1,0,2,8,107,5,7,0,16,1,4,0,0,1,3,0,0,2,0,0,0,1,0,2,0,0,0,0,0,2,0,4,1,0,2,0,2,10,0,6,2,0,0,7,0,1,4,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,0,1,0,0,0,19,1,84701
Juneau County,Jul 2020,4,3,4,4,5,0,0,0,1,1,0,0,4,26,1,0,0,2,1,0,0,0,1,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,2,1,26478
Lafayette County,Oct 2020,3,0,4,5,0,3,0,0,2,0,0,1,2,20,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,16715
Washington County,Jul 2019,34,6,5,8,15,1,4,0,7,2,0,0,9,91,14,11,0,8,0,1,0,0,2,3,1,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,7,0,3,5,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,2,15,3,134925
La Crosse County,Oct 2020,51,21,12,106,384,16,9,5,97,20,1,8,126,856,9,11,4,18,1,7,0,1,7,12,0,0,1,1,0,0,9,0,0,1,0,1,1,0,6,1,10,0,2,16,1,8,26,0,10,26,0,0,32,2,291,48,11,0,2,0,1,1,10,0,1,1,1,1,1,3,1,2,0,0,2,3,0,0,11,3,0,33,50,0,4,5,8,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,4,0,0,2,35,23,8,12,2,15,0,31,21,5,117894
Rock County,Jul 2019,173,42,115,35,17,12,28,5,12,33,3,3,54,532,43,21,7,91,3,8,0,0,5,34,2,1,0,0,0,0,109,2,3,0,0,1,0,0,4,0,1,1,4,25,0,0,0,0,0,0,0,0,9,0,4,3,1,0,5,0,1,3,2,1,0,0,2,4,7,15,0,0,0,0,5,0,0,0,1,1,0,1,9,0,4,9,19,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,16,2,3,2,12,6,0,13,116,4,162152
Vilas County,Aug 2019,4,0,7,3,9,1,0,0,3,3,0,0,1,31,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,21751
Sawyer County,May 2020,2,1,0,5,3,0,0,1,3,0,0,0,0,15,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16399
Rock County,Dec 2020,170,64,31,90,32,18,39,0,8,16,1,1,34,504,30,13,8,104,9,6,0,0,4,45,3,0,5,6,0,1,22,2,1,2,0,3,1,0,9,4,4,2,0,6,4,5,28,0,19,9,0,0,16,0,6,9,1,0,3,0,8,1,4,1,0,1,2,7,9,4,0,17,0,0,0,0,0,0,3,0,0,3,2,0,1,3,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,4,0,4,6,1,7,41,3,162152
Chippewa County,Jun 2021,21,2,10,22,14,4,1,0,7,3,0,0,4,88,4,7,1,9,0,0,0,0,1,1,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,1,1,4,1,0,0,0,1,3,2,3,6,0,7,0,6,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,10,1,63892
Barron County,May 2020,6,0,3,30,9,3,0,1,3,0,0,2,3,60,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3,4,0,18,2,0,0,5,0,1,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,4,1,45229
Juneau County,Dec 2019,8,3,0,1,2,0,0,0,1,6,0,0,4,25,5,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,6,3,26478
Washington County,Dec 2020,73,11,7,148,311,3,1,0,18,2,1,0,25,600,12,19,4,35,1,2,0,0,3,5,0,0,1,2,0,0,5,0,0,2,0,0,0,0,5,0,6,0,1,5,0,0,115,1,9,6,0,0,16,0,138,157,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,5,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,5,23,3,134925
St. Croix County,Jun 2020,23,10,10,14,6,9,2,0,6,5,0,51,24,160,5,4,0,9,1,1,0,3,2,7,0,0,1,0,0,0,7,1,1,0,0,0,1,0,2,2,0,3,0,2,0,1,0,0,3,1,0,0,3,0,1,2,0,0,1,0,3,1,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,0,0,42,14,0,1,0,0,1,1,7,16,0,88732
Marathon County,Aug 2020,126,29,28,51,33,27,16,0,58,38,11,7,95,519,16,36,15,49,1,7,1,1,7,16,0,0,5,0,0,1,10,1,9,2,1,5,0,0,7,4,4,6,0,15,0,2,5,0,7,1,0,0,10,2,6,15,0,0,8,0,7,1,9,2,0,0,13,2,1,0,0,0,0,0,0,0,0,0,7,0,1,12,38,0,5,2,30,0,0,0,0,1,1,0,0,0,0,8,0,2,0,0,0,0,0,0,6,0,0,1,28,19,20,3,1,6,0,18,45,5,135396
Rusk County,Oct 2019,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14132
Fond du Lac County,Apr 2020,51,21,17,79,19,13,4,1,22,4,0,1,32,264,11,1,4,26,2,7,0,0,4,15,0,1,1,0,0,0,15,0,1,0,0,1,0,0,4,2,11,5,2,5,0,0,0,0,50,0,0,0,4,0,7,6,2,0,0,0,7,2,4,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,4,1,0,10,7,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,3,0,3,0,22,0,1,102597
Racine County,Apr 2020,109,277,40,118,39,35,6,1,61,2,0,6,81,775,27,15,5,51,4,7,0,0,22,241,7,1,6,0,0,0,32,2,0,4,0,2,0,0,5,2,15,3,0,17,1,0,0,0,73,1,1,0,19,0,13,7,0,0,3,0,11,19,1,0,0,1,4,0,0,2,0,0,0,0,0,1,0,0,3,5,0,25,28,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,36,3,5,1,1,3,0,32,0,0,195602
Portage County,Oct 2019,79,13,21,18,12,20,15,3,27,7,2,1,43,261,4,9,44,14,5,3,0,0,2,7,0,0,1,3,0,0,16,2,1,2,0,0,0,0,2,0,2,3,1,7,0,0,0,0,0,3,0,0,4,0,2,6,0,0,3,0,0,3,11,3,0,0,5,1,3,6,0,0,0,0,2,1,0,0,5,1,0,8,13,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,10,7,8,1,0,5,0,12,14,4,70632
Marathon County,Feb 2020,77,23,13,36,30,271,16,1,67,19,2,0,77,632,9,28,6,27,1,6,0,0,2,12,3,0,6,0,0,0,7,0,1,1,0,3,1,0,8,3,3,4,2,14,1,0,0,0,0,1,0,0,12,0,4,12,2,0,4,0,3,254,7,3,0,0,7,4,0,5,0,0,0,0,0,1,0,0,9,4,0,15,39,0,5,5,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,11,8,2,9,0,22,20,6,135396
Ashland County,Jun 2021,5,0,0,7,0,0,0,0,0,0,0,2,3,17,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,2,0,15617
Door County,Nov 2020,7,3,2,4,2,5,5,0,5,0,0,1,3,37,0,1,1,3,2,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,4,1,27472
Polk County,Feb 2021,23,4,9,36,13,6,1,0,1,7,0,2,4,106,8,0,0,13,2,0,0,0,1,3,0,0,0,0,0,0,6,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,5,20,0,1,7,0,8,0,2,3,0,0,0,0,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,1,5,0,43438
Sauk County,Nov 2019,13,3,0,2,1,0,2,0,1,1,0,0,1,24,2,1,0,10,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,63922
Fond du Lac County,Jun 2021,31,6,9,22,18,4,4,0,6,2,1,1,8,112,7,6,2,16,0,0,0,0,2,4,0,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,2,1,11,0,13,0,4,1,0,0,0,0,1,0,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,2,25,4,102597
Outagamie County,Sep 2020,99,15,17,107,63,22,8,4,40,22,1,4,31,433,37,22,0,37,2,1,0,0,4,9,2,0,0,0,0,0,10,1,3,1,0,1,1,0,4,2,4,6,0,10,2,5,39,0,12,23,0,0,26,3,12,21,1,0,2,1,3,3,10,2,0,1,4,2,0,0,1,1,0,0,2,2,0,0,18,2,2,5,13,0,3,10,6,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,13,1,0,2,0,3,0,12,31,8,185700
Racine County,Jun 2021,173,107,41,90,59,12,29,1,46,16,1,5,75,655,33,34,7,81,3,15,0,0,13,83,9,2,0,0,0,0,35,2,0,2,0,2,0,0,6,1,3,2,2,14,2,0,13,18,3,2,23,1,22,0,10,24,3,0,7,0,1,0,2,1,1,0,14,5,5,5,0,0,0,0,1,0,0,0,5,5,2,13,20,1,5,5,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,52,3,9,3,1,2,0,5,51,2,195602
Portage County,Jan 2020,51,18,9,20,9,545,2,2,16,17,2,0,41,732,8,17,6,17,1,1,1,0,3,13,0,0,2,0,0,0,2,3,1,1,0,1,1,0,6,1,3,1,4,3,2,0,0,0,0,0,0,0,4,0,4,1,0,0,1,0,0,532,10,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,1,3,10,0,3,3,10,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,15,5,3,1,2,6,0,9,5,4,70632
Marquette County,Oct 2020,0,1,4,11,0,2,0,0,0,1,0,0,5,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,2,0,15304
Sheboygan County,Sep 2020,57,7,11,161,25,12,3,0,13,2,0,8,17,316,8,11,0,34,0,4,0,0,2,4,0,0,0,0,0,1,10,0,1,0,0,0,0,0,5,3,5,0,1,4,1,0,124,0,10,8,0,0,14,0,5,5,1,0,2,0,4,2,3,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,5,1,2,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,1,1,3,0,5,20,1,115178
Ashland County,Apr 2020,3,5,3,2,0,1,0,0,0,1,0,0,1,16,0,0,0,3,0,0,0,0,0,4,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15617
