"","COUNTY","DATE","Housing & Shelter","Food","Utilities","Healthcare & COVID-19","Mental Health & Addictions","Employment & Income","Clothing & Household","Child Care & Parenting","Government & Legal","Transportation Assistance","Education","Disaster","Other","Total for top requests","(Housing & Shelter) Shelters","(Housing & Shelter) Low-cost housing","(Housing & Shelter) Home repair/ maintenance","(Housing & Shelter) Rent assistance","(Housing & Shelter) Mortgage assistance","(Housing & Shelter) Landlord/ tenant issues","(Housing & Shelter) Contacts","(Housing & Shelter) Other housing & shelter","(Food) Help buying food","(Food) Food pantries","(Food) Soup kitchens & Meals to-go","(Food) Feeding children","(Food) Home-delivered meals","(Food) Holiday meals","(Food) Contacts","(Food) Other food","(Utilities) Electric","(Utilities) Gas","(Utilities) Water","(Utilities) Heating fuel","(Utilities) Utility payment plans","(Utilities) Phone/internet","(Utilities) Contacts","(Utilities) Other utilities","(Healthcare & COVID-19) Health insurance","(Healthcare & COVID-19) Medical expense assistance","(Healthcare & COVID-19) Medical providers","(Healthcare & COVID-19) Dental & eye care","(Healthcare & COVID-19) Prescription medications","(Healthcare & COVID-19) Nursing homes & adult care","(Healthcare & COVID-19) Death related","(Healthcare & COVID-19) Public health & safety","(Healthcare & COVID-19) COVID testing","(Healthcare & COVID-19) COVID vaccination","(Healthcare & COVID-19) All other COVID","(Healthcare & COVID-19) Other health services","(Healthcare & COVID-19) Contacts","(Healthcare & COVID-19) Other healthcare","(Mental Health & Addictions) Substance abuse & addictions","(Mental Health & Addictions) Marriage & family","(Mental Health & Addictions) Crisis intervention & suicide","(Mental Health & Addictions) Mental health services","(Mental Health & Addictions) Mental health facilities","(Mental Health & Addictions) Other mental health & addictions","(Employment & Income) Job search","(Employment & Income) Job development","(Employment & Income) Unemployment benefits","(Employment & Income) Tax preparation","(Employment & Income) Financial assistance","(Employment & Income) Money management","(Employment & Income) Contacts","(Employment & Income) Other employment & income","(Clothing & Household) Clothing","(Clothing & Household) Personal hygiene products","(Clothing & Household) Appliances","(Clothing & Household) Home furnishings","(Clothing & Household) Thrift shops","(Clothing & Household) Seasonal/ holiday","(Clothing & Household) Contacts","(Clothing & Household) Other clothing & household","(Child Care & Parenting) Child care","(Child Care & Parenting) Parenting","(Child Care & Parenting) Family support services","(Child Care & Parenting) Other child care & parenting","(Government & Legal) Legal assistance","(Government & Legal) Child & family law","(Government & Legal) Immigration assistance","(Government & Legal) Government","(Government & Legal) Contacts","(Government & Legal) Other government & legal","(Transportation Assistance) Medical transportation","(Transportation Assistance) Public transportation","(Transportation Assistance) Automobile assistance","(Transportation Assistance) Long-distance travel","(Transportation Assistance) Ride share services","(Transportation Assistance) Bike programs","(Transportation Assistance) Contacts","(Transportation Assistance) Other transportation assistance","(Education) Early childhood education","(Education) Adult education","(Education) Literacy","(Education) ESL/ citizenship","(Education) Tutoring","(Education) School supplies","(Education) Scholarships & aid","(Education) Other education providers","(Education) Contacts","(Education) Other education","(Disaster) Food/ water","(Disaster) Housing/ shelter","(Disaster) Transportation/ fuel","(Disaster) Health/ safety","(Disaster) Financial assistance","(Disaster) Disaster relief services","(Disaster) Contacts","(Disaster) Other disaster","(Other) Agency & other contact information","(Other) Community development & enrichment","(Other) Volunteering & donations","(Other) Support & advocacy","(Other) Complaints","(Other) Special population services","(Other) Special populations","(Other) All other requests"
"1760","Milwaukee","Aug 1, 2019-Aug 31, 2019",3738,2318,589,575,1870,185,872,63,580,72,48,31,849,11790,2422,552,110,406,10,227,5,6,197,1681,281,121,26,0,0,12,510,11,4,2,10,32,11,9,115,8,81,32,15,271,12,0,0,0,0,36,5,0,257,2,656,935,20,0,94,2,4,18,47,14,6,0,188,65,269,345,4,0,0,1,33,30,0,0,111,118,0,195,156,0,19,30,22,1,0,0,0,0,2,2,1,0,0,33,1,9,0,0,0,25,0,1,0,0,3,2,368,31,78,36,13,95,0,228
"1761","Iowa","Apr 1, 2020-Apr 30, 2020",5,2,1,3,2,2,0,0,3,0,0,0,1,19,0,0,0,2,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1762","Door","Oct 1, 2021-Oct 31, 2021",2,0,1,8,4,0,1,0,1,0,0,2,9,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,7
"1763","Dunn","Jul 1, 2021-Jul 31, 2021",13,3,5,2,10,2,4,0,5,2,0,0,2,48,4,4,1,4,0,0,0,0,2,1,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,3,2,0,0,0,0,0,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1764","Waupaca","Oct 1, 2019-Oct 31, 2019",22,6,6,2,3,7,8,0,6,5,3,0,8,76,1,6,0,12,2,1,0,0,1,2,2,0,0,1,0,0,4,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,0,1,0,2,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,3,0,0,2,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,2
"1765","Grant","Oct 1, 2019-Oct 31, 2019",10,2,4,2,14,2,2,1,5,2,1,0,6,51,2,4,0,3,0,1,0,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,10,2,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3
"1766","Wood","Oct 1, 2021-Oct 31, 2021",39,6,12,25,7,3,4,2,14,8,0,5,20,145,10,2,6,19,1,1,0,0,2,4,0,0,0,0,0,0,10,1,1,0,0,0,0,0,2,1,0,2,1,3,0,1,5,2,1,0,7,0,5,0,0,2,0,0,0,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,2,0,0,0,3,0,0,6,5,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,1,1,0,1,0,10
"1767","Langlade","Nov 1, 2020-Nov 30, 2020",7,0,0,7,3,0,1,0,0,1,0,1,0,20,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1768","Winnebago","Mar 1, 2021-Mar 31, 2021",86,18,20,275,28,19,2,0,33,14,2,16,52,565,17,15,1,44,3,5,0,1,4,13,1,0,0,0,0,0,13,4,2,0,0,1,0,0,1,10,6,6,0,14,0,1,19,94,9,11,102,2,15,0,5,8,0,0,1,0,1,13,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,2,0,4,17,0,3,2,5,1,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,15,0,0,0,36,0,3,1,0,4,0,8
"1769","Bayfield","Jan 1, 2020-Jan 31, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1770","Kenosha","Sep 1, 2019-Sep 30, 2019",38,9,12,7,6,5,4,0,8,1,1,1,8,100,17,8,0,11,0,2,0,0,0,8,1,0,0,0,0,0,8,3,0,0,0,1,0,0,3,0,1,0,0,3,0,0,0,0,0,0,0,0,5,0,0,1,0,0,3,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,3,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,0,0,1,0,0
"1771","Walworth","Mar 1, 2020-Mar 31, 2020",35,11,15,33,12,2,1,1,2,2,0,0,11,125,6,1,3,21,0,4,0,0,0,9,0,0,2,0,0,0,11,3,0,1,0,0,0,0,2,1,7,0,0,2,0,0,0,0,21,0,0,0,10,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,3
"1772","Milwaukee","Jan 1, 2020-Jan 31, 2020",3335,1853,247,666,1787,166,951,54,456,78,11,12,801,10417,1996,484,208,387,14,236,11,0,119,1430,174,0,38,92,0,0,155,21,7,13,2,36,6,7,248,12,78,49,10,211,8,0,0,0,0,34,16,0,253,2,420,1099,13,0,42,2,8,24,68,14,8,0,214,32,204,329,3,169,0,0,27,27,0,0,90,83,2,150,131,0,27,26,22,0,0,0,0,2,1,6,0,0,1,0,0,3,0,0,0,3,0,1,0,0,3,5,376,18,113,24,19,76,0,175
"1773","Shawano","Apr 1, 2020-Apr 30, 2020",6,4,3,12,3,7,0,0,6,0,0,1,8,50,1,1,0,4,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,1,0,2,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,3
"1774","Menominee","Apr 1, 2021-Apr 30, 2021",0,0,1,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1775","Door","Aug 1, 2021-Aug 31, 2021",6,1,5,14,3,2,0,1,1,3,0,1,4,41,0,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,3,0,2,0,1,0,0,2,1,2,0,1,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0
"1776","Winnebago","Dec 1, 2020-Dec 31, 2020",104,40,16,81,46,16,18,0,37,13,1,1,38,411,18,15,1,68,0,2,0,0,6,17,4,0,4,8,0,1,8,0,4,4,0,0,0,0,12,0,11,1,1,4,1,2,28,3,6,12,0,0,16,0,11,18,1,0,1,0,5,2,6,2,0,0,5,1,1,0,1,9,0,1,0,0,0,0,13,1,0,6,17,0,1,6,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,23,1,4,0,2,1,0,7
"1777","Burnett","Dec 1, 2019-Dec 31, 2019",3,0,1,0,1,0,1,0,1,0,0,0,4,11,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
"1778","Milwaukee","Oct 1, 2019-Oct 31, 2019",3394,1715,632,553,1803,219,754,44,440,53,23,19,792,10441,2047,550,121,445,9,213,5,3,109,1353,230,0,19,1,0,3,557,22,5,0,6,31,4,7,74,10,81,39,10,294,5,0,0,0,0,28,12,0,327,1,576,883,16,0,111,1,11,15,67,14,1,0,196,57,167,329,5,0,0,0,28,16,0,0,86,87,1,159,107,0,10,24,17,2,0,0,0,0,1,6,0,0,1,8,3,4,0,0,0,9,0,0,0,0,1,9,379,13,108,25,13,71,0,183
"1779","Monroe","Jul 1, 2021-Jul 31, 2021",27,2,0,6,46,4,1,0,8,1,0,0,13,108,6,9,1,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,1,0,11,0,21,13,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,2,0,6
"1780","Pepin","Nov 1, 2020-Nov 30, 2020",1,0,0,2,4,0,1,0,0,0,0,1,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"1781","Menominee","Jun 1, 2020-Jun 30, 2020",1,1,2,0,2,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1782","Shawano","Jun 1, 2021-Jun 30, 2021",15,2,2,8,3,0,2,1,1,1,0,1,6,42,0,2,5,8,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,1,0,1
"1783","Grant","Jan 1, 2020-Jan 31, 2020",4,0,0,10,12,3,1,0,0,0,0,0,1,31,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,1,0,0,0,0,0,0,0,0,3,0,7,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1784","Green","Nov 1, 2020-Nov 30, 2020",7,1,0,2,0,1,1,0,1,0,0,0,0,13,0,0,0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1785","Waupaca","Jan 1, 2020-Jan 31, 2020",17,4,4,2,11,5,2,1,10,2,1,0,12,71,4,5,2,3,2,1,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,4,3,0,0,1,0,0,3,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,6,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,4
"1786","Burnett","Jul 1, 2020-Jul 31, 2020",3,1,6,5,0,0,0,0,0,0,0,1,2,18,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
"1787","Dane","Nov 1, 2019-Nov 30, 2019",249,643,48,215,129,93,161,7,49,98,11,2,161,1866,57,31,12,130,1,15,1,2,16,445,18,0,5,159,0,0,25,1,5,4,1,11,1,0,101,2,22,34,3,38,2,0,0,0,0,5,8,0,22,0,57,45,5,0,5,0,12,7,15,53,1,0,39,27,5,18,4,68,0,0,7,0,0,0,9,7,0,15,18,0,13,21,56,6,0,0,0,2,0,1,0,0,0,2,1,7,0,0,0,1,0,0,0,0,1,0,82,2,13,6,2,15,0,41
"1788","Washburn","Oct 1, 2021-Oct 31, 2021",7,0,1,5,0,0,0,0,1,0,0,0,2,16,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1789","Vernon","Oct 1, 2021-Oct 31, 2021",7,1,2,5,13,0,0,0,5,0,0,0,5,38,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1790","Bayfield","Oct 1, 2019-Oct 31, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1791","Winnebago","Jul 1, 2019-Jul 31, 2019",101,19,47,28,32,10,12,6,39,24,4,1,43,366,22,29,1,37,2,10,0,0,3,14,2,0,0,0,0,0,37,2,5,2,0,0,1,0,1,2,12,2,0,9,0,0,0,0,0,1,1,0,13,0,3,15,1,0,4,0,0,0,5,1,0,0,4,2,1,4,1,0,0,0,3,3,0,0,6,1,0,10,22,0,3,6,15,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,10,5,5,2,0,3,0,18
"1792","Vilas","Sep 1, 2020-Sep 30, 2020",10,2,0,7,1,3,0,0,6,1,0,0,5,35,1,3,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3
"1793","Polk","May 1, 2021-May 31, 2021",21,0,8,22,3,1,2,0,1,4,0,0,6,68,3,4,1,11,0,0,0,2,0,0,0,0,0,0,0,0,4,0,1,1,0,2,0,0,4,0,1,0,0,0,0,0,7,3,1,1,5,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1
"1794","Kewaunee","Oct 1, 2021-Oct 31, 2021",6,1,1,1,2,0,0,0,1,3,0,1,3,19,2,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
"1795","Dunn","Jun 1, 2021-Jun 30, 2021",14,3,7,13,13,2,0,0,3,0,0,1,3,59,2,7,1,4,0,0,0,0,2,1,0,0,0,0,0,0,5,0,0,0,0,2,0,0,1,1,1,0,3,1,0,0,1,2,0,0,3,0,3,0,7,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1
"1796","Waukesha","Jan 1, 2020-Jan 31, 2020",102,22,10,37,332,11,11,2,52,13,0,1,34,627,37,22,12,19,4,8,0,0,4,14,1,0,3,0,0,0,5,2,0,2,0,1,0,0,12,3,5,3,2,7,0,0,0,0,0,2,3,0,28,0,110,191,3,0,4,0,0,5,1,1,0,0,4,2,1,4,0,0,0,0,2,0,0,0,4,23,0,15,10,0,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1,2,1,2,5,0,6
"1797","Dodge","Dec 1, 2019-Dec 31, 2019",7,3,2,1,3,2,3,0,0,0,0,0,5,26,0,2,0,5,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0
"1798","Eau Claire","Apr 1, 2020-Apr 30, 2020",55,14,19,29,41,17,2,0,28,4,0,2,25,236,18,8,0,23,0,5,0,1,4,7,1,0,2,0,0,0,14,1,0,1,0,3,0,0,1,1,6,2,3,2,0,0,0,0,14,0,0,0,3,0,35,3,0,0,2,0,4,8,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,9,15,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,2,2,0,2,0,16
"1799","Richland","Jan 1, 2020-Jan 31, 2020",1,1,0,0,4,1,0,0,2,0,0,0,2,11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1800","Oneida","Jul 1, 2019-Jul 31, 2019",22,1,11,2,8,3,0,1,1,4,0,13,8,74,2,7,3,8,1,1,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,2,1,0,0,0,0,0,5
"1801","Oneida","Dec 1, 2020-Dec 31, 2020",21,4,5,43,11,3,6,1,4,3,1,0,4,106,1,3,0,16,0,1,0,0,0,1,0,0,0,3,0,0,2,1,0,0,0,2,0,0,1,0,1,0,0,0,0,5,26,2,6,2,0,0,8,0,2,0,1,0,0,0,1,0,2,0,0,0,2,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1
"1802","Iron","Oct 1, 2019-Oct 31, 2019",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1803","Marathon","Sep 1, 2019-Sep 30, 2019",229,24,43,55,39,27,42,5,67,36,4,2,140,713,26,47,72,65,3,9,7,0,5,12,5,0,0,2,0,0,32,3,4,1,0,2,0,1,9,4,6,3,9,20,1,0,0,0,0,2,1,0,23,0,6,10,0,0,9,2,2,4,5,4,0,1,26,6,1,5,1,3,0,0,3,2,0,0,14,5,0,15,33,0,11,14,11,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,29,12,31,12,2,8,0,46
"1804","Clark","Jul 1, 2021-Jul 31, 2021",12,1,3,1,3,1,0,0,0,0,0,1,3,25,0,6,1,5,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"1805","Dane","Sep 1, 2021-Sep 30, 2021",624,195,118,423,100,98,93,8,109,165,3,29,285,2250,172,101,12,282,16,33,1,7,22,134,18,0,18,2,0,1,76,3,24,4,2,9,0,0,19,14,16,14,4,29,9,1,110,31,57,15,104,0,70,0,13,15,2,0,4,0,37,1,30,21,1,3,33,31,11,15,0,1,0,2,7,1,0,0,29,4,2,23,52,0,6,74,80,2,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,26,0,0,0,123,4,15,11,4,23,0,105
